year,county,fuel_type,make,model,number_of_vehicles
2020,Alameda,BEV,BMW,i3,61
2020,Alameda,BEV,Chevrolet,Bolt EV,1130
2020,Alameda,BEV,FIAT,500e,1
2020,Alameda,BEV,Ford,Focus,1
2020,Alameda,BEV,Honda,Clarity BEV,8
2020,Alameda,BEV,Hyundai,Ioniq BEV,14
2020,Alameda,BEV,Hyundai,Kona EV,102
2020,Alameda,BEV,Jaguar,I-PACE,14
2020,Alameda,BEV,Kia,Niro EV,145
2020,Alameda,BEV,Kia,Soul EV,1
2020,Alameda,BEV,MINI,Hardtop 2 Door,24
2020,Alameda,BEV,Nissan,Leaf,301
2020,Alameda,BEV,Porsche,Taycan,26
2020,Alameda,BEV,Smart,EQ Fortwo,1
2020,Alameda,BEV,Tesla,Model 3,3314
2020,Alameda,BEV,Tesla,Model S,274
2020,Alameda,BEV,Tesla,Model X,465
2020,Alameda,BEV,Tesla,Model Y,1365
2020,Alameda,BEV,Volkswagen,e-Golf,171
2020,Alameda,PHEV,Audi,A3 Sportback e-tron,6
2020,Alameda,PHEV,Audi,Q5,75
2020,Alameda,PHEV,BMW,3 Series,39
2020,Alameda,PHEV,BMW,5 Series,146
2020,Alameda,PHEV,BMW,7 Series,8
2020,Alameda,PHEV,BMW,i3 REx,134
2020,Alameda,PHEV,BMW,i8,5
2020,Alameda,PHEV,BMW,X3,40
2020,Alameda,PHEV,BMW,X5,73
2020,Alameda,PHEV,Chevrolet,Volt,72
2020,Alameda,PHEV,Chrysler,Pacifica Hybrid,162
2020,Alameda,PHEV,Ford,C-MAX Energi,2
2020,Alameda,PHEV,Ford,Fusion Energi,64
2020,Alameda,PHEV,Honda,Clarity PHEV,362
2020,Alameda,PHEV,Hyundai,Ioniq PHEV,67
2020,Alameda,PHEV,Hyundai,Sonata PHEV,8
2020,Alameda,PHEV,Kia,Niro PHEV,101
2020,Alameda,PHEV,Kia,Optima PHEV,4
2020,Alameda,PHEV,Land Rover,Range Rover,5
2020,Alameda,PHEV,Land Rover,Range Rover Sport,8
2020,Alameda,PHEV,Lincoln,Aviator,5
2020,Alameda,PHEV,Mercedes-Benz,C-Class,1
2020,Alameda,PHEV,Mercedes-Benz,GLC,36
2020,Alameda,PHEV,Mercedes-Benz,GLE,2
2020,Alameda,PHEV,MINI,Countryman PHEV,8
2020,Alameda,PHEV,Mitsubishi,Outlander PHEV,33
2020,Alameda,PHEV,Porsche,Cayenne,10
2020,Alameda,PHEV,Porsche,Panamera,7
2020,Alameda,PHEV,Subaru,Crosstrek,116
2020,Alameda,PHEV,Toyota,Prius Prime,630
2020,Alameda,PHEV,Toyota,RAV4 Prime,58
2020,Alameda,PHEV,Volvo,S60,4
2020,Alameda,PHEV,Volvo,V60,3
2020,Alameda,PHEV,Volvo,XC60,45
2020,Alameda,PHEV,Volvo,XC90,84
2020,Alameda,FCEV,Honda,Clarity Fuel Cell,27
2020,Alameda,FCEV,Hyundai,Nexo,11
2020,Alameda,FCEV,Toyota,Mirai,25
2020,Alpine,BEV,Tesla,Model Y,1
2020,Alpine,PHEV,Honda,Clarity PHEV,1
2020,Amador,BEV,Chevrolet,Bolt EV,3
2020,Amador,BEV,Kia,Niro EV,3
2020,Amador,BEV,Tesla,Model 3,14
2020,Amador,BEV,Tesla,Model S,2
2020,Amador,BEV,Tesla,Model Y,6
2020,Amador,PHEV,Audi,Q5,1
2020,Amador,PHEV,Chevrolet,Volt,1
2020,Amador,PHEV,Honda,Clarity PHEV,1
2020,Amador,PHEV,Kia,Niro PHEV,1
2020,Amador,PHEV,Mercedes-Benz,GLC,1
2020,Amador,PHEV,Toyota,Prius Prime,2
2020,Butte,BEV,Audi,e-tron,1
2020,Butte,BEV,Chevrolet,Bolt EV,6
2020,Butte,BEV,Hyundai,Ioniq BEV,1
2020,Butte,BEV,Hyundai,Kona EV,5
2020,Butte,BEV,Kia,Niro EV,1
2020,Butte,BEV,MINI,Hardtop 2 Door,2
2020,Butte,BEV,Nissan,Leaf,2
2020,Butte,BEV,Porsche,Taycan,2
2020,Butte,BEV,Tesla,Model 3,64
2020,Butte,BEV,Tesla,Model S,12
2020,Butte,BEV,Tesla,Model X,8
2020,Butte,BEV,Tesla,Model Y,33
2020,Butte,BEV,Volkswagen,e-Golf,2
2020,Butte,PHEV,Audi,Q5,1
2020,Butte,PHEV,BMW,3 Series,1
2020,Butte,PHEV,BMW,i3 REx,2
2020,Butte,PHEV,BMW,X3,1
2020,Butte,PHEV,BMW,X5,3
2020,Butte,PHEV,Chevrolet,Volt,2
2020,Butte,PHEV,Chrysler,Pacifica Hybrid,5
2020,Butte,PHEV,Ford,C-MAX Energi,1
2020,Butte,PHEV,Honda,Clarity PHEV,2
2020,Butte,PHEV,Hyundai,Ioniq PHEV,9
2020,Butte,PHEV,Hyundai,Sonata PHEV,1
2020,Butte,PHEV,Mitsubishi,Outlander PHEV,1
2020,Butte,PHEV,Porsche,Cayenne,1
2020,Butte,PHEV,Subaru,Crosstrek,5
2020,Butte,PHEV,Toyota,Prius Prime,25
2020,Butte,PHEV,Toyota,RAV4 Prime,5
2020,Butte,PHEV,Volvo,XC60,1
2020,Butte,PHEV,Volvo,XC90,4
2020,Calaveras,BEV,Audi,e-tron,1
2020,Calaveras,BEV,Chevrolet,Bolt EV,2
2020,Calaveras,BEV,Hyundai,Kona EV,1
2020,Calaveras,BEV,Kia,Niro EV,3
2020,Calaveras,BEV,Tesla,Model 3,14
2020,Calaveras,BEV,Tesla,Model S,3
2020,Calaveras,BEV,Tesla,Model X,5
2020,Calaveras,BEV,Tesla,Model Y,4
2020,Calaveras,BEV,Volkswagen,e-Golf,1
2020,Calaveras,PHEV,Audi,A8 L,1
2020,Calaveras,PHEV,BMW,5 Series,1
2020,Calaveras,PHEV,BMW,X5,1
2020,Calaveras,PHEV,Chevrolet,Volt,1
2020,Calaveras,PHEV,Chrysler,Pacifica Hybrid,1
2020,Calaveras,PHEV,Ford,Fusion Energi,2
2020,Calaveras,PHEV,Honda,Clarity PHEV,1
2020,Calaveras,PHEV,Hyundai,Ioniq PHEV,2
2020,Calaveras,PHEV,Lincoln,Aviator,1
2020,Calaveras,PHEV,Toyota,Prius Prime,6
2020,Calaveras,PHEV,Toyota,RAV4 Prime,1
2020,Calaveras,PHEV,Volvo,XC90,2
2020,Colusa,BEV,Tesla,Model S,1
2020,Colusa,PHEV,Honda,Clarity PHEV,1
2020,Colusa,PHEV,Toyota,Prius Prime,2
2020,Colusa,PHEV,Volvo,XC90,1
2020,Contra Costa,BEV,Audi,e-tron,67
2020,Contra Costa,BEV,BMW,i3,21
2020,Contra Costa,BEV,Chevrolet,Bolt EV,428
2020,Contra Costa,BEV,FIAT,500e,2
2020,Contra Costa,BEV,Ford,Focus,1
2020,Contra Costa,BEV,Honda,Clarity BEV,7
2020,Contra Costa,BEV,Hyundai,Ioniq BEV,6
2020,Contra Costa,BEV,Hyundai,Kona EV,52
2020,Contra Costa,BEV,Jaguar,I-PACE,13
2020,Contra Costa,BEV,Kia,Niro EV,54
2020,Contra Costa,BEV,Kia,Soul EV,1
2020,Contra Costa,BEV,MINI,Hardtop 2 Door,13
2020,Contra Costa,BEV,Nissan,Leaf,94
2020,Contra Costa,BEV,Polestar,2,3
2020,Contra Costa,BEV,Porsche,Taycan,30
2020,Contra Costa,BEV,Tesla,Model 3,1927
2020,Contra Costa,BEV,Tesla,Model S,235
2020,Contra Costa,BEV,Tesla,Model X,349
2020,Contra Costa,BEV,Tesla,Model Y,865
2020,Contra Costa,BEV,Volkswagen,e-Golf,67
2020,Contra Costa,PHEV,Audi,A3 Sportback e-tron,5
2020,Contra Costa,PHEV,Audi,A8 L,1
2020,Contra Costa,PHEV,Audi,Q5,36
2020,Contra Costa,PHEV,Bentley,Bentayga,2
2020,Contra Costa,PHEV,BMW,3 Series,30
2020,Contra Costa,PHEV,BMW,5 Series,96
2020,Contra Costa,PHEV,BMW,7 Series,2
2020,Contra Costa,PHEV,BMW,i3 REx,56
2020,Contra Costa,PHEV,BMW,i8,5
2020,Contra Costa,PHEV,BMW,X3,35
2020,Contra Costa,PHEV,BMW,X5,55
2020,Contra Costa,PHEV,Chevrolet,Volt,42
2020,Contra Costa,PHEV,Chrysler,Pacifica Hybrid,98
2020,Contra Costa,PHEV,Ford,C-MAX Energi,4
2020,Contra Costa,PHEV,Ford,Fusion Energi,72
2020,Contra Costa,PHEV,Honda,Clarity PHEV,170
2020,Contra Costa,PHEV,Hyundai,Ioniq PHEV,23
2020,Contra Costa,PHEV,Hyundai,Sonata PHEV,7
2020,Contra Costa,PHEV,Kia,Niro PHEV,54
2020,Contra Costa,PHEV,Land Rover,Range Rover,9
2020,Contra Costa,PHEV,Land Rover,Range Rover Sport,9
2020,Contra Costa,PHEV,Lincoln,Aviator,3
2020,Contra Costa,PHEV,Mercedes-Benz,GLC,26
2020,Contra Costa,PHEV,Mercedes-Benz,GLE,1
2020,Contra Costa,PHEV,Mercedes-Benz,S-Class,1
2020,Contra Costa,PHEV,MINI,Countryman PHEV,5
2020,Contra Costa,PHEV,Mitsubishi,Outlander PHEV,17
2020,Contra Costa,PHEV,Porsche,Cayenne,10
2020,Contra Costa,PHEV,Porsche,Panamera,3
2020,Contra Costa,PHEV,Subaru,Crosstrek,50
2020,Contra Costa,PHEV,Toyota,Prius Prime,354
2020,Contra Costa,PHEV,Toyota,RAV4 Prime,30
2020,Contra Costa,PHEV,Volvo,S60,3
2020,Contra Costa,PHEV,Volvo,S90,1
2020,Contra Costa,PHEV,Volvo,XC60,24
2020,Contra Costa,PHEV,Volvo,XC90,61
2020,Contra Costa,FCEV,Honda,Clarity Fuel Cell,22
2020,Contra Costa,FCEV,Hyundai,Nexo,5
2020,Contra Costa,FCEV,Toyota,Mirai,10
2020,Del Norte,BEV,Chevrolet,Bolt EV,1
2020,Del Norte,BEV,Tesla,Model 3,4
2020,Del Norte,BEV,Tesla,Model X,1
2020,Del Norte,PHEV,BMW,X3,1
2020,Del Norte,PHEV,Chevrolet,Volt,2
2020,Del Norte,PHEV,Chrysler,Pacifica Hybrid,1
2020,Del Norte,PHEV,Toyota,Prius Prime,1
2020,El Dorado,BEV,Audi,e-tron,7
2020,El Dorado,BEV,BMW,i3,1
2020,El Dorado,BEV,Chevrolet,Bolt EV,28
2020,El Dorado,BEV,Honda,Clarity BEV,3
2020,El Dorado,BEV,Hyundai,Ioniq BEV,1
2020,El Dorado,BEV,Hyundai,Kona EV,7
2020,El Dorado,BEV,Jaguar,I-PACE,1
2020,El Dorado,BEV,Kia,Niro EV,9
2020,El Dorado,BEV,MINI,Hardtop 2 Door,3
2020,El Dorado,BEV,Nissan,Leaf,10
2020,El Dorado,BEV,Porsche,Taycan,3
2020,El Dorado,BEV,Tesla,Model 3,213
2020,El Dorado,BEV,Tesla,Model S,34
2020,El Dorado,BEV,Tesla,Model X,41
2020,El Dorado,BEV,Tesla,Model Y,86
2020,El Dorado,BEV,Volkswagen,e-Golf,2
2020,El Dorado,PHEV,Audi,Q5,2
2020,El Dorado,PHEV,BMW,3 Series,1
2020,El Dorado,PHEV,BMW,5 Series,2
2020,El Dorado,PHEV,BMW,7 Series,1
2020,El Dorado,PHEV,BMW,i3 REx,3
2020,El Dorado,PHEV,BMW,X3,4
2020,El Dorado,PHEV,BMW,X5,2
2020,El Dorado,PHEV,Chevrolet,Volt,8
2020,El Dorado,PHEV,Chrysler,Pacifica Hybrid,8
2020,El Dorado,PHEV,Ford,Fusion Energi,10
2020,El Dorado,PHEV,Honda,Clarity PHEV,14
2020,El Dorado,PHEV,Kia,Niro PHEV,12
2020,El Dorado,PHEV,Kia,Optima PHEV,1
2020,El Dorado,PHEV,Land Rover,Range Rover,2
2020,El Dorado,PHEV,Land Rover,Range Rover Sport,2
2020,El Dorado,PHEV,Lincoln,Aviator,2
2020,El Dorado,PHEV,Mercedes-Benz,C-Class,1
2020,El Dorado,PHEV,Mercedes-Benz,GLC,5
2020,El Dorado,PHEV,Mitsubishi,Outlander PHEV,3
2020,El Dorado,PHEV,Subaru,Crosstrek,17
2020,El Dorado,PHEV,Toyota,Prius Prime,30
2020,El Dorado,PHEV,Toyota,RAV4 Prime,4
2020,El Dorado,PHEV,Volvo,S60,2
2020,El Dorado,PHEV,Volvo,XC60,2
2020,El Dorado,PHEV,Volvo,XC90,10
2020,El Dorado,FCEV,Honda,Clarity Fuel Cell,1
2020,Fresno,BEV,Audi,e-tron,18
2020,Fresno,BEV,BMW,i3,4
2020,Fresno,BEV,Chevrolet,Bolt EV,97
2020,Fresno,BEV,FIAT,500e,2
2020,Fresno,BEV,Ford,Focus,1
2020,Fresno,BEV,Honda,Clarity BEV,2
2020,Fresno,BEV,Hyundai,Ioniq BEV,7
2020,Fresno,BEV,Hyundai,Kona EV,4
2020,Fresno,BEV,Jaguar,I-PACE,2
2020,Fresno,BEV,Kia,Niro EV,15
2020,Fresno,BEV,MINI,Hardtop 2 Door,1
2020,Fresno,BEV,Nissan,Leaf,21
2020,Fresno,BEV,Porsche,Taycan,5
2020,Fresno,BEV,Tesla,Model 3,364
2020,Fresno,BEV,Tesla,Model S,45
2020,Fresno,BEV,Tesla,Model X,81
2020,Fresno,BEV,Tesla,Model Y,168
2020,Fresno,BEV,Volkswagen,e-Golf,9
2020,Fresno,PHEV,Audi,Q5,10
2020,Fresno,PHEV,BMW,3 Series,5
2020,Fresno,PHEV,BMW,5 Series,14
2020,Fresno,PHEV,BMW,i3 REx,10
2020,Fresno,PHEV,BMW,i8,4
2020,Fresno,PHEV,BMW,X3,6
2020,Fresno,PHEV,BMW,X5,15
2020,Fresno,PHEV,Chevrolet,Volt,6
2020,Fresno,PHEV,Chrysler,Pacifica Hybrid,24
2020,Fresno,PHEV,Ford,Fusion Energi,11
2020,Fresno,PHEV,Honda,Clarity PHEV,27
2020,Fresno,PHEV,Hyundai,Ioniq PHEV,12
2020,Fresno,PHEV,Hyundai,Sonata PHEV,2
2020,Fresno,PHEV,Karma,Revero,1
2020,Fresno,PHEV,Kia,Niro PHEV,13
2020,Fresno,PHEV,Kia,Optima PHEV,1
2020,Fresno,PHEV,Land Rover,Range Rover,1
2020,Fresno,PHEV,Land Rover,Range Rover Sport,1
2020,Fresno,PHEV,Lincoln,Aviator,5
2020,Fresno,PHEV,Mercedes-Benz,GLC,2
2020,Fresno,PHEV,Mitsubishi,Outlander PHEV,1
2020,Fresno,PHEV,Porsche,Panamera,2
2020,Fresno,PHEV,Subaru,Crosstrek,6
2020,Fresno,PHEV,Toyota,Prius Prime,136
2020,Fresno,PHEV,Toyota,RAV4 Prime,8
2020,Fresno,PHEV,Volvo,XC90,3
2020,Glenn,BEV,Chevrolet,Bolt EV,2
2020,Glenn,BEV,Tesla,Model 3,6
2020,Glenn,BEV,Tesla,Model S,1
2020,Glenn,BEV,Tesla,Model Y,4
2020,Glenn,PHEV,Ford,Fusion Energi,1
2020,Glenn,PHEV,Hyundai,Ioniq PHEV,2
2020,Glenn,PHEV,Mitsubishi,Outlander PHEV,1
2020,Glenn,PHEV,Toyota,Prius Prime,2
2020,Glenn,PHEV,Volvo,XC60,1
2020,Humboldt,BEV,Chevrolet,Bolt EV,16
2020,Humboldt,BEV,FIAT,500e,1
2020,Humboldt,BEV,Hyundai,Kona EV,5
2020,Humboldt,BEV,Kia,Niro EV,2
2020,Humboldt,BEV,Nissan,Leaf,1
2020,Humboldt,BEV,Tesla,Model 3,29
2020,Humboldt,BEV,Tesla,Model S,3
2020,Humboldt,BEV,Tesla,Model X,8
2020,Humboldt,BEV,Tesla,Model Y,17
2020,Humboldt,BEV,Volkswagen,e-Golf,1
2020,Humboldt,PHEV,Audi,Q5,1
2020,Humboldt,PHEV,BMW,3 Series,1
2020,Humboldt,PHEV,BMW,5 Series,1
2020,Humboldt,PHEV,BMW,X3,1
2020,Humboldt,PHEV,BMW,X5,1
2020,Humboldt,PHEV,Chevrolet,Volt,3
2020,Humboldt,PHEV,Chrysler,Pacifica Hybrid,7
2020,Humboldt,PHEV,Ford,C-MAX Energi,1
2020,Humboldt,PHEV,Ford,Fusion Energi,1
2020,Humboldt,PHEV,Honda,Clarity PHEV,4
2020,Humboldt,PHEV,Hyundai,Ioniq PHEV,2
2020,Humboldt,PHEV,Kia,Niro PHEV,2
2020,Humboldt,PHEV,Land Rover,Range Rover Sport,1
2020,Humboldt,PHEV,Mitsubishi,Outlander PHEV,1
2020,Humboldt,PHEV,Subaru,Crosstrek,1
2020,Humboldt,PHEV,Toyota,Prius Prime,12
2020,Humboldt,PHEV,Toyota,RAV4 Prime,4
2020,Humboldt,PHEV,Volvo,XC90,1
2020,Imperial,BEV,Chevrolet,Bolt EV,2
2020,Imperial,BEV,Hyundai,Kona EV,1
2020,Imperial,BEV,Tesla,Model 3,23
2020,Imperial,BEV,Tesla,Model S,1
2020,Imperial,BEV,Tesla,Model X,4
2020,Imperial,BEV,Tesla,Model Y,9
2020,Imperial,PHEV,BMW,5 Series,2
2020,Imperial,PHEV,BMW,X5,1
2020,Imperial,PHEV,Chevrolet,Volt,1
2020,Imperial,PHEV,Ford,Fusion Energi,2
2020,Imperial,PHEV,Honda,Clarity PHEV,3
2020,Imperial,PHEV,Hyundai,Ioniq PHEV,1
2020,Imperial,PHEV,Toyota,Prius Prime,8
2020,Imperial,PHEV,Volvo,XC90,1
2020,Inyo,BEV,Chevrolet,Bolt EV,1
2020,Inyo,BEV,Hyundai,Kona EV,1
2020,Inyo,BEV,MINI,Hardtop 2 Door,1
2020,Inyo,BEV,Nissan,Leaf,1
2020,Inyo,BEV,Tesla,Model 3,3
2020,Inyo,BEV,Tesla,Model X,1
2020,Inyo,BEV,Tesla,Model Y,5
2020,Inyo,PHEV,Audi,Q5,1
2020,Inyo,PHEV,BMW,7 Series,1
2020,Inyo,PHEV,Honda,Clarity PHEV,2
2020,Inyo,PHEV,Toyota,Prius Prime,4
2020,Inyo,PHEV,Toyota,RAV4 Prime,1
2020,Kern,BEV,Audi,e-tron,9
2020,Kern,BEV,BMW,i3,6
2020,Kern,BEV,Chevrolet,Bolt EV,52
2020,Kern,BEV,Honda,Clarity BEV,1
2020,Kern,BEV,Hyundai,Ioniq BEV,2
2020,Kern,BEV,Hyundai,Kona EV,5
2020,Kern,BEV,Jaguar,I-PACE,4
2020,Kern,BEV,Kia,Niro EV,2
2020,Kern,BEV,MINI,Hardtop 2 Door,1
2020,Kern,BEV,Nissan,Leaf,7
2020,Kern,BEV,Porsche,Taycan,7
2020,Kern,BEV,Tesla,Model 3,219
2020,Kern,BEV,Tesla,Model S,26
2020,Kern,BEV,Tesla,Model X,39
2020,Kern,BEV,Tesla,Model Y,104
2020,Kern,BEV,Volkswagen,e-Golf,6
2020,Kern,PHEV,Audi,Q5,6
2020,Kern,PHEV,BMW,3 Series,5
2020,Kern,PHEV,BMW,5 Series,22
2020,Kern,PHEV,BMW,7 Series,4
2020,Kern,PHEV,BMW,i3 REx,13
2020,Kern,PHEV,BMW,i8,1
2020,Kern,PHEV,BMW,X3,3
2020,Kern,PHEV,BMW,X5,8
2020,Kern,PHEV,Chevrolet,Volt,2
2020,Kern,PHEV,Chrysler,Pacifica Hybrid,11
2020,Kern,PHEV,Ford,Fusion Energi,11
2020,Kern,PHEV,Honda,Clarity PHEV,24
2020,Kern,PHEV,Hyundai,Ioniq PHEV,11
2020,Kern,PHEV,Hyundai,Sonata PHEV,2
2020,Kern,PHEV,Kia,Niro PHEV,5
2020,Kern,PHEV,Land Rover,Range Rover Sport,2
2020,Kern,PHEV,Lincoln,Aviator,2
2020,Kern,PHEV,Mercedes-Benz,GLC,4
2020,Kern,PHEV,Porsche,Cayenne,1
2020,Kern,PHEV,Porsche,Panamera,1
2020,Kern,PHEV,Subaru,Crosstrek,6
2020,Kern,PHEV,Toyota,Prius Prime,54
2020,Kern,PHEV,Toyota,RAV4 Prime,15
2020,Kern,PHEV,Volvo,XC60,1
2020,Kern,PHEV,Volvo,XC90,2
2020,Kings,BEV,Audi,e-tron,1
2020,Kings,BEV,Chevrolet,Bolt EV,1
2020,Kings,BEV,Hyundai,Kona EV,1
2020,Kings,BEV,Kia,Niro EV,1
2020,Kings,BEV,Tesla,Model 3,27
2020,Kings,BEV,Tesla,Model X,4
2020,Kings,BEV,Tesla,Model Y,10
2020,Kings,PHEV,BMW,X3,1
2020,Kings,PHEV,BMW,X5,1
2020,Kings,PHEV,Chrysler,Pacifica Hybrid,8
2020,Kings,PHEV,Ford,Fusion Energi,1
2020,Kings,PHEV,Honda,Clarity PHEV,3
2020,Kings,PHEV,Hyundai,Ioniq PHEV,1
2020,Kings,PHEV,Toyota,Prius Prime,24
2020,Kings,PHEV,Toyota,RAV4 Prime,3
2020,Kings,PHEV,Volvo,XC90,1
2020,Lake,BEV,Chevrolet,Bolt EV,2
2020,Lake,BEV,Hyundai,Kona EV,2
2020,Lake,BEV,Nissan,Leaf,1
2020,Lake,BEV,Tesla,Model 3,15
2020,Lake,BEV,Tesla,Model S,4
2020,Lake,BEV,Tesla,Model X,3
2020,Lake,BEV,Tesla,Model Y,7
2020,Lake,PHEV,BMW,i3 REx,1
2020,Lake,PHEV,Ford,Fusion Energi,2
2020,Lake,PHEV,Hyundai,Ioniq PHEV,1
2020,Lake,PHEV,Porsche,Cayenne,1
2020,Lake,PHEV,Toyota,Prius Prime,4
2020,Lassen,BEV,Tesla,Model 3,2
2020,Lassen,BEV,Tesla,Model X,1
2020,Los Angeles,BEV,Audi,e-tron,839
2020,Los Angeles,BEV,BMW,i3,483
2020,Los Angeles,BEV,Chevrolet,Bolt EV,2337
2020,Los Angeles,BEV,FIAT,500e,67
2020,Los Angeles,BEV,Ford,Focus,3
2020,Los Angeles,BEV,Honda,Clarity BEV,54
2020,Los Angeles,BEV,Hyundai,Ioniq BEV,91
2020,Los Angeles,BEV,Hyundai,Kona EV,320
2020,Los Angeles,BEV,Jaguar,I-PACE,151
2020,Los Angeles,BEV,Kia,Niro EV,269
2020,Los Angeles,BEV,Kia,Soul EV,4
2020,Los Angeles,BEV,Mercedes-Benz,B-Class,2
2020,Los Angeles,BEV,MINI,Hardtop 2 Door,75
2020,Los Angeles,BEV,Nissan,Leaf,331
2020,Los Angeles,BEV,Polestar,2,3
2020,Los Angeles,BEV,Porsche,Taycan,304
2020,Los Angeles,BEV,Smart,Fortwo BEV Drive,1
2020,Los Angeles,BEV,Tesla,Model 3,11900
2020,Los Angeles,BEV,Tesla,Model S,1513
2020,Los Angeles,BEV,Tesla,Model X,2297
2020,Los Angeles,BEV,Tesla,Model Y,5192
2020,Los Angeles,BEV,Volkswagen,e-Golf,153
2020,Los Angeles,PHEV,Audi,A3 Sportback e-tron,24
2020,Los Angeles,PHEV,Audi,A7,2
2020,Los Angeles,PHEV,Audi,A8 L,9
2020,Los Angeles,PHEV,Audi,Q5,509
2020,Los Angeles,PHEV,Bentley,Bentayga,16
2020,Los Angeles,PHEV,BMW,3 Series,558
2020,Los Angeles,PHEV,BMW,5 Series,1245
2020,Los Angeles,PHEV,BMW,7 Series,64
2020,Los Angeles,PHEV,BMW,i3 REx,912
2020,Los Angeles,PHEV,BMW,i8,87
2020,Los Angeles,PHEV,BMW,X3,160
2020,Los Angeles,PHEV,BMW,X5,545
2020,Los Angeles,PHEV,Chevrolet,Volt,202
2020,Los Angeles,PHEV,Chrysler,Pacifica Hybrid,372
2020,Los Angeles,PHEV,Ford,C-MAX Energi,5
2020,Los Angeles,PHEV,Ford,Fusion Energi,411
2020,Los Angeles,PHEV,Honda,Clarity PHEV,1210
2020,Los Angeles,PHEV,Hyundai,Ioniq PHEV,275
2020,Los Angeles,PHEV,Hyundai,Sonata PHEV,33
2020,Los Angeles,PHEV,Karma,Revero,11
2020,Los Angeles,PHEV,Kia,Niro PHEV,236
2020,Los Angeles,PHEV,Kia,Optima PHEV,39
2020,Los Angeles,PHEV,Land Rover,Range Rover,105
2020,Los Angeles,PHEV,Land Rover,Range Rover Sport,103
2020,Los Angeles,PHEV,Lincoln,Aviator,66
2020,Los Angeles,PHEV,Mercedes-Benz,C-Class,3
2020,Los Angeles,PHEV,Mercedes-Benz,GLC,215
2020,Los Angeles,PHEV,Mercedes-Benz,GLE,7
2020,Los Angeles,PHEV,Mercedes-Benz,S-Class,38
2020,Los Angeles,PHEV,MINI,Countryman PHEV,47
2020,Los Angeles,PHEV,Mitsubishi,Outlander PHEV,124
2020,Los Angeles,PHEV,Polestar,1,1
2020,Los Angeles,PHEV,Porsche,Cayenne,154
2020,Los Angeles,PHEV,Porsche,Panamera,58
2020,Los Angeles,PHEV,Subaru,Crosstrek,222
2020,Los Angeles,PHEV,Toyota,Prius Prime,2661
2020,Los Angeles,PHEV,Toyota,RAV4 Prime,196
2020,Los Angeles,PHEV,Volvo,S60,37
2020,Los Angeles,PHEV,Volvo,S90,9
2020,Los Angeles,PHEV,Volvo,V60,10
2020,Los Angeles,PHEV,Volvo,XC60,148
2020,Los Angeles,PHEV,Volvo,XC90,335
2020,Los Angeles,FCEV,Honda,Clarity Fuel Cell,94
2020,Los Angeles,FCEV,Hyundai,Nexo,85
2020,Los Angeles,FCEV,Toyota,Mirai,217
2020,Madera,BEV,Chevrolet,Bolt EV,12
2020,Madera,BEV,Hyundai,Kona EV,2
2020,Madera,BEV,Kia,Niro EV,1
2020,Madera,BEV,Nissan,Leaf,1
2020,Madera,BEV,Tesla,Model 3,38
2020,Madera,BEV,Tesla,Model S,4
2020,Madera,BEV,Tesla,Model X,11
2020,Madera,BEV,Tesla,Model Y,13
2020,Madera,PHEV,Chrysler,Pacifica Hybrid,2
2020,Madera,PHEV,Ford,Fusion Energi,2
2020,Madera,PHEV,Hyundai,Ioniq PHEV,1
2020,Madera,PHEV,Kia,Niro PHEV,3
2020,Madera,PHEV,Subaru,Crosstrek,1
2020,Madera,PHEV,Toyota,Prius Prime,9
2020,Madera,PHEV,Toyota,RAV4 Prime,5
2020,Madera,PHEV,Volvo,XC60,1
2020,Marin,BEV,Audi,e-tron,43
2020,Marin,BEV,BMW,i3,29
2020,Marin,BEV,Chevrolet,Bolt EV,208
2020,Marin,BEV,Honda,Clarity BEV,1
2020,Marin,BEV,Hyundai,Ioniq BEV,1
2020,Marin,BEV,Hyundai,Kona EV,22
2020,Marin,BEV,Jaguar,I-PACE,11
2020,Marin,BEV,Kia,Niro EV,62
2020,Marin,BEV,MINI,Hardtop 2 Door,18
2020,Marin,BEV,Nissan,Leaf,28
2020,Marin,BEV,Porsche,Taycan,24
2020,Marin,BEV,Tesla,Model 3,690
2020,Marin,BEV,Tesla,Model S,100
2020,Marin,BEV,Tesla,Model X,122
2020,Marin,BEV,Tesla,Model Y,333
2020,Marin,BEV,Volkswagen,e-Golf,37
2020,Marin,PHEV,Audi,A8 L,1
2020,Marin,PHEV,Audi,Q5,45
2020,Marin,PHEV,BMW,3 Series,11
2020,Marin,PHEV,BMW,5 Series,33
2020,Marin,PHEV,BMW,7 Series,2
2020,Marin,PHEV,BMW,i3 REx,42
2020,Marin,PHEV,BMW,i8,3
2020,Marin,PHEV,BMW,X3,13
2020,Marin,PHEV,BMW,X5,36
2020,Marin,PHEV,Chevrolet,Volt,4
2020,Marin,PHEV,Chrysler,Pacifica Hybrid,20
2020,Marin,PHEV,Ford,Fusion Energi,10
2020,Marin,PHEV,Honda,Clarity PHEV,27
2020,Marin,PHEV,Hyundai,Ioniq PHEV,7
2020,Marin,PHEV,Kia,Niro PHEV,31
2020,Marin,PHEV,Land Rover,Range Rover,6
2020,Marin,PHEV,Land Rover,Range Rover Sport,6
2020,Marin,PHEV,Lincoln,Aviator,3
2020,Marin,PHEV,Mercedes-Benz,GLC,14
2020,Marin,PHEV,MINI,Countryman PHEV,5
2020,Marin,PHEV,Mitsubishi,Outlander PHEV,3
