year,car_main,previous_evs,household_income,importance_of_gge,homeowner,education,commute_distance,age,gender,number_of_vehicles,annual_miles
2015,2013 Nissan Leaf,1,75000,2.67,0,2,22.55,65,0,3,17052.63158
2015,2012 Toyota RAV4 EV,1,125000,2.6,1,3,0.5,55,0,1,3777.777778
2016,2015 Ford C-Max Energi,1,125000,2.69,1,3,31.01,65,1,4,14181.81818
2017,2017 Toyota Mirai,1,225000,0.02,1,4,33.58,55,0,2,21600.0
2016,2016 Chevrolet Volt,1,325000,2.63,1,3,11.07,55,0,2,10000.0
2016,2015 Ford Fusion Energi,1,75000,0.8,1,2,15.7,25,1,1,11538.46154
2015,2014 BMW i3,1,75000,1.47,1,4,8.51,75,0,3,4384.5
2017,2016 Volkswagen e-Golf,1,325000,1.42,1,3,4.9,35,0,4,8200.0
2017,2017 Toyota Prius Prime,1,175000,2.91,1,3,4.52,45,0,2,11121.6
2016,2016 Chevrolet Volt,1,175000,2.53,1,4,44.87,55,1,5,264429.6
2015,2014 Tesla Model S,1,425000,-2.31,0,4,20.87,45,0,3,8506.153846
2015,2014 Honda Accord Plug-in Hybrid,1,125000,-1.67,1,2,20.97,35,0,2,16000.0
2015,2014 Smart fortwo,1,125000,2.7,0,4,7.49,45,0,2,9381.818182
2015,2015 Nissan Leaf,1,125000,2.08,1,4,25.98,55,0,2,7560.0
2017,2017 Chevrolet Volt,1,275000,2.53,0,4,15.62,45,0,2,10909.09091
2016,2015 Nissan Leaf,1,175000,-0.62,1,3,4.63,55,1,2,13500.0
2015,2011 Nissan Leaf,1,125000,1.78,1,4,4.06,55,1,1,7531.914894
2015,2013 Ford C-Max Energi,1,425000,-1.68,1,4,20.01,55,0,4,16750.0
2016,2016 Volkswagen e-Golf,1,225000,2.84,1,4,0.11,55,0,4,4200.0
2016,2016 Ford Fusion Energi,1,75000,1.42,0,4,14.17,55,0,2,17850.0
2017,2017 Nissan Leaf,1,125000,2.55,1,3,14.55,35,0,2,2100.0
2016,2016 BMW i3,1,500000,2.6,1,4,17.45,65,0,5,150000.0
2015,2014 Nissan Leaf,1,225000,1.28,1,2,41.58,45,1,3,12800.0
2016,2016 Fiat 500e,1,425000,2.79,1,4,2.32,55,1,4,4543.5
2017,2014 Toyota Prius Plug-in,1,225000,1.06,1,4,15.41,45,0,2,13411.76471
2015,2014 Tesla Model S,1,225000,2.72,1,3,4.17,65,0,2,8837.142857
2016,2016 Volkswagen e-Golf,1,175000,2.33,0,3,17.58,35,0,5,9342.666667
2016,2016 Chevrolet Volt,1,425000,2.84,1,4,39.72,45,0,3,18412.0
2015,2013 Chevrolet Volt,1,325000,2.45,1,2,26.33,55,0,2,17225.80645
2017,2017 Chevrolet Bolt EV,1,500000,2.06,1,3,15.09,45,0,4,7200.0
2015,2014 Toyota RAV4 EV,1,175000,2.59,0,4,0.71,45,1,2,9600.0
2016,2016 Chevrolet Volt,1,125000,2.96,0,3,28.38,45,0,2,-114000.0
2016,2015 Tesla Model S,1,375000,2.75,1,3,8.82,45,1,2,10000.0
2017,2016 Nissan Leaf,1,75000,2.82,0,4,29.01,35,1,2,16000.0
2016,2015 Chevrolet Volt,1,125000,2.22,1,4,23.05,65,1,3,10154.85714
2016,2016 Chevrolet Volt,1,175000,2.84,1,4,5.12,35,0,2,22060.0
2017,2017 Toyota Prius Prime,1,50000,0.0,1,3,4.4,35,1,3,3511.2
2017,2016 Hyundai Tuscon FCV,1,75000,-1.74,1,3,10.86,65,0,1,6770.769231
2017,2016 Mercedes Benz C350e,1,175000,0.43,1,4,48.86,55,0,4,3176.470588
2017,2016 Tesla Model X,1,325000,1.9,1,4,0.28,45,0,3,14000.0
2016,2016 FIAT 500e,1,75000,1.72,1,3,16.22,45,0,5,8925.0
2016,2016 Volkswagen e-Golf,1,425000,2.59,1,4,15.81,45,0,4,6672.0
2015,2013 Ford Focus Electric,1,75000,-3.0,1,2,4.69,35,0,2,11500.0
2016,2015 Nissan Leaf,1,125000,2.74,1,4,17.93,35,0,2,12000.0
2015,2013 Nissan Leaf,1,175000,2.54,1,2,9.03,65,0,2,6923.076923
2015,2014 Ford C-Max Energi,1,500000,0.83,1,4,10.49,45,0,1,15600.0
2015,2013 Chevrolet Volt,1,175000,0.62,1,4,21.83,45,0,2,15600.0
2016,2016 Ford Fusion Energi,1,125000,2.69,1,3,56.84,35,0,4,32930.66667
2016,2015 Tesla Model S,1,175000,-1.72,1,4,6.49,75,0,2,16194.35294
2015,2012 Tesla Model S,1,225000,0.0,1,3,19.03,55,0,3,5764.727273
2016,2016 Chevrolet Volt,1,175000,2.61,1,3,8.33,45,0,3,11501.33333
2015,2014 BMW i3,1,175000,2.32,1,3,26.88,55,1,4,12000.0
2016,2015 Tesla Model S,1,175000,-1.23,0,4,12.49,25,0,3,26181.81818
2015,2014 Tesla Model S,1,175000,2.81,1,3,92.25,55,0,3,15428.57143
2016,2014 BMW i3,1,125000,2.76,1,3,29.21,55,0,3,17488.17391
2017,2016 Volvo XC90,1,275000,2.6,1,4,5.76,35,0,4,9151.5
2015,2014 Ford Focus Electric,1,175000,0.51,1,3,19.45,45,0,3,13714.28571
2016,2016 Volkswagen e-Golf,1,175000,0.0,1,4,27.3,45,0,3,13560.0
2016,2016 Ford Fusion Energi,1,125000,2.18,1,2,4.53,45,1,4,5775.333333
2017,2017 Chevrolet Bolt EV,1,275000,2.53,1,3,0.24,65,1,3,10200.0
2015,2013 Chevrolet Volt,1,175000,0.39,1,3,17.74,45,1,1,15120.0
2015,2013 Nissan Leaf,1,125000,2.84,0,3,12.87,35,0,2,13048.0
2017,2016 Nissan Leaf,1,325000,0.0,1,4,22.58,45,0,3,13636.36364
2015,2013 Ford Fusion Energi,1,175000,-3.0,1,4,28.71,55,0,3,18131.42857
2017,2017 Chevrolet Volt,1,125000,2.44,1,4,3.14,65,0,2,11556.0
2016,2016 Fiat 500e,1,325000,0.0,1,3,13.81,35,0,5,6561.6
2016,2016 Tesla Model S,1,500000,2.63,1,4,40.77,45,0,3,7354.285714
2017,2017 Toyota Prius Prime,1,75000,2.99,1,3,11.44,75,1,1,11910.0
2017,2017 Chevrolet Volt,1,75000,0.0,1,3,29.69,35,0,1,16610.0
2017,2017 Chevrolet Volt,1,75000,-2.94,0,3,18.82,45,0,1,25846.15385
2016,2016 Chevrolet Volt,1,125000,0.0,1,4,0.72,35,1,2,12750.0
2015,2013 Nissan Leaf,1,225000,0.0,1,2,3.5,55,0,3,11631.2
2015,2012 Tesla Model S,1,125000,1.31,1,2,8.48,65,0,3,22957.71429
2016,2015 Nissan Leaf,1,225000,1.31,1,4,39.61,45,0,3,33891.6
2016,2015 BMW i3,1,275000,2.54,1,3,2.82,55,0,2,9000.0
2015,2014 Toyota Prius Plug-in,1,125000,1.12,1,3,1.81,55,1,2,11100.0
2016,2015 Nissan Leaf,1,50000,2.38,0,4,4.27,45,1,1,82002.85714
2015,2013 Chevrolet Volt,1,50000,-2.92,1,3,2.03,75,1,2,7989.75
2015,2013 Ford C-Max Energi,1,75000,1.82,1,2,27.46,55,1,2,17647.05882
2017,2015 Toyota Prius Plug-in,1,175000,2.08,1,3,7.15,45,0,2,18620.68966
2015,2013 Chevrolet Volt,1,275000,2.73,1,4,14.27,65,0,4,20129.64706
2015,2013 Smart fortwo,1,125000,2.73,0,3,24.02,35,0,2,12159.15789
2015,2013 Nissan Leaf,1,125000,2.58,1,4,3.63,45,1,2,9266.666667
2016,2014 Nissan Leaf,1,275000,2.76,1,4,19.37,75,0,2,8680.0
2015,2013 Ford Fusion Energi,1,375000,-2.47,1,4,42.6,45,0,4,21000.0
2017,2016 Tesla Model S,1,175000,2.43,1,4,7.3,65,1,3,16500.0
2015,2014 Toyota Prius Plug-in,1,175000,-2.16,1,3,72.15,45,0,4,21503.0
2017,2013 Toyota Prius Plug-in,1,175000,2.57,1,4,3.1,65,0,2,6626.938776
2015,2013 Chevrolet Volt,1,125000,1.44,1,3,28.4,55,0,3,14190.0
2015,2013 Nissan Leaf,1,175000,1.4,1,3,36.94,35,0,3,13519.5
2015,2013 Nissan Leaf,1,75000,2.64,1,4,28.57,55,0,3,7894.736842
2015,2012 Nissan Leaf,1,125000,2.61,1,3,7.81,65,0,3,8250.666667
2015,2013 Nissan Leaf,1,225000,2.92,1,4,10.77,35,1,2,8280.705882
2015,2013 Nissan Leaf,1,75000,2.83,1,3,27.98,55,0,1,7967.428571
2015,2013 Nissan Leaf,1,175000,0.0,1,4,14.54,45,0,3,11814.28571
2015,2013 Chevrolet Volt,1,175000,2.05,1,2,40.07,55,0,5,29024.25
2015,2015 Fiat 500e,1,175000,-1.78,1,3,2.88,45,0,5,11400.0
2017,2016 Volkswagen e-Golf,1,175000,-1.81,1,4,36.61,35,0,2,15753.33333
2017,2017 Chevrolet Bolt EV,1,125000,-2.54,1,3,26.1,35,0,2,15900.0
2015,2013 Toyota Prius Plug-in,1,75000,0.77,0,4,4.83,65,0,2,33333.33333
2016,2016 Chevrolet Volt,1,175000,0.0,1,4,36.64,45,0,2,24872.72727
2015,2013 Chevrolet Volt,1,75000,2.59,1,4,3.08,55,0,3,8422.222222
2016,2015 BMW i3,1,375000,2.52,1,4,27.25,35,0,2,13466.66667
2015,2014 Nissan Leaf,1,175000,1.59,1,3,17.46,45,1,1,13846.15385
2017,2013 Nissan Leaf,1,225000,1.41,1,4,26.24,45,0,2,16421.05263
2017,2016 Volkswagen e-Golf,1,225000,0.98,1,4,21.95,45,0,3,10387.2
2017,2017 Toyota Prius Prime,1,125000,2.13,1,4,2.91,80,0,2,11084.57143
2016,2015 Nissan Leaf,1,75000,2.86,1,4,4.39,75,1,2,3823.090909
2015,2013 Nissan Leaf,1,125000,2.6,1,4,11.87,35,1,3,10153.84615
2015,2014 Toyota Prius Plug-in,1,125000,0.0,1,4,30.3,35,0,3,21428.57143
2015,2013 Ford C-Max Energi,1,75000,2.67,1,3,18.27,35,0,2,14669.33333
2016,2016 Tesla Model S,1,500000,-1.31,1,4,36.17,45,0,2,14100.0
2016,2015 Tesla Model S,1,175000,2.56,1,4,2.63,65,1,3,5454.545455
2017,2017 Toyota Mirai,1,175000,2.77,1,4,9.61,35,1,2,12000.0
2016,2015 Nissan Leaf,1,225000,2.67,1,3,21.87,65,0,3,11012.0
2017,2012 Toyota Prius Plug-in,1,175000,2.78,1,4,16.5,55,1,2,10472.72727
2015,2012 Toyota Prius,1,50000,-2.22,0,3,252.19,65,0,2,20363.63636
2016,2015 Nissan Leaf,1,175000,-2.43,1,4,18.48,25,1,2,9961.5
2016,2015 Tesla Model S,1,175000,2.61,1,4,35.51,55,0,2,29253.0
2016,2016 FIAT 500e,1,75000,1.91,0,4,3.91,35,1,2,3977.142857
2015,2014 Chevrolet Volt,1,175000,2.28,1,4,12.61,45,1,3,17600.0
2017,2017 Chevrolet Volt,1,225000,2.69,1,3,1.07,55,1,4,23030.0
2017,2016 Volkswagen e-Golf,1,175000,0.58,0,2,24.25,55,1,3,6312.0
2016,2015 BMW i3,1,175000,2.67,1,3,27.63,45,1,2,9132.0
2015,2012 Chevrolet Volt,1,50000,2.59,1,2,2.64,75,0,3,9600.0
2017,2016 Nissan Leaf,1,325000,2.72,1,4,20.01,35,1,3,9000.0
2017,2016 Tesla Model S,1,175000,2.54,1,4,19.07,75,1,2,3333.0
2017,2016 Volkswagen e-Golf,1,125000,2.63,1,3,9.55,55,0,2,7020.0
2017,2017 Tesla Model S,1,375000,2.85,1,3,57.7,45,0,5,18000.0
2015,2014 BMW i3,1,500000,1.44,1,4,22.94,55,0,2,6000.0
2015,2014 BMW i3,1,225000,2.6,1,4,118.03,55,0,2,10263.0
2015,2013 Ford C-Max Energi,1,175000,2.57,1,3,5.3,65,1,3,12000.0
2017,2017 Chevrolet Volt,1,225000,2.6,1,3,9.89,45,1,2,6576.0
2016,2015 Chevrolet Volt,1,225000,2.77,1,4,6.68,55,0,3,28800.0
2015,2013 Nissan Leaf,1,125000,0.27,1,3,10.4,55,0,2,9440.727273
2016,2016 Chevrolet Volt,1,225000,0.65,1,4,1.88,65,0,4,15163.63636
2015,2013 Nissan Leaf,1,125000,2.47,1,4,28.66,45,0,3,13090.90909
2015,2014 Tesla Model S,1,325000,2.76,1,4,1.49,45,0,3,15000.0
2016,2015 Tesla Model S,1,425000,-3.0,1,4,44.63,45,0,2,14181.81818
2016,2015 Ford Fusion Energi,1,175000,-0.64,1,3,3.36,45,0,2,34000.0
2015,2014 Chevrolet Volt,1,125000,2.65,1,4,4.7,65,0,2,7333.333333
2016,2015 Nissan Leaf,1,175000,2.82,1,4,5.39,55,0,3,7250.0
2015,2014 Ford Fusion Energi,1,125000,2.63,1,4,5.81,45,1,2,14427.75
2017,2017 Toyota Prius Prime,1,175000,2.55,1,4,5.49,55,1,1,9600.0
2015,2013 Ford C-Max Energi,1,75000,0.0,1,2,39.91,55,1,1,27157.89474
2017,2017 Chevrolet Bolt EV,1,175000,2.65,1,3,2.13,75,0,2,6672.0
2016,2015 BMW i3,1,175000,2.52,1,3,2.89,35,0,3,13333.33333
2015,2014 Chevrolet Volt,1,125000,-1.55,1,4,30.24,45,0,3,19137.88235
2015,2014 Nissan Leaf,1,75000,2.65,1,2,26.87,55,0,2,14142.85714
2016,2016 Volkswagen e-Golf,1,175000,2.59,1,3,13.75,45,0,3,10518.0
2015,2013 Nissan Leaf,1,125000,2.68,1,2,11.96,55,0,2,7389.473684
2016,2015 Nissan Leaf,1,175000,2.28,1,4,14.21,55,0,2,4153.846154
2017,2016 Hyundai Tuscon,1,275000,1.61,0,3,33.59,55,1,3,13800.0
2016,2016 Kia Soul EV,1,125000,1.36,1,4,32.72,45,1,2,13714.28571
2017,2016 Tesla Model X,1,275000,2.88,1,4,3.46,65,1,3,6545.454545
2015,2014 Fiat 500e,1,75000,1.5,1,3,27.1,25,0,1,6000.0
2015,2013 Tesla Model S,1,125000,2.68,1,3,23.18,65,0,2,10380.0
2017,2017 Chevrolet Bolt EV,1,125000,2.97,1,4,34.82,55,1,3,15841.71429
2015,2013 Chevrolet Volt,1,125000,2.68,1,3,17.41,65,0,3,12777.69231
2015,2013 Nissan Leaf,1,375000,1.14,1,4,32.24,55,0,3,11124.54545
2015,2013 Toyota Prius Plug-in,1,475000,2.78,1,4,11.11,35,0,3,14544.63158
2017,2014 Chevrolet Volt,1,125000,2.52,0,4,7.85,35,0,2,6000.0
2015,2014 Tesla Model S,1,500000,0.32,1,3,1.31,55,0,3,16200.0
2016,2015 Tesla Model S,1,175000,0.0,0,3,24.99,35,0,2,24705.88235
2015,2013 Tesla Model S,1,375000,-0.83,1,4,38.6,65,0,3,21273.27273
2017,2012 Toyota Prius Plug-in,1,175000,1.17,1,4,6.83,55,0,5,17859.23077
2015,2011 Chevrolet Volt,1,175000,2.68,1,3,11.53,75,0,3,9000.0
2017,2015 Toyota Prius Plug-in,1,325000,2.94,1,3,11.0,45,0,2,16800.0
2016,2015 Nissan Leaf,1,225000,2.88,1,3,37.43,45,0,3,12000.0
2017,2017 Toyota Prius Prime,1,125000,-0.16,0,3,17.32,25,0,2,17142.85714
2015,2013 Nissan Leaf,1,125000,2.57,1,4,13.57,45,1,3,6750.0
2015,2013 Fiat 500e,1,75000,2.62,1,3,3.42,65,1,2,8720.470588
2017,2017 Chevrolet Volt,1,75000,2.78,0,4,5.13,45,1,1,6796.0
2015,2012 Tesla Model S,1,50000,2.54,1,3,8.33,65,0,3,7928.571429
2016,2016 BMW i3,1,125000,0.68,0,3,2.24,35,0,2,2673.333333
2017,2016 Ford C-Max Energi,1,175000,1.26,1,4,10.81,35,0,2,7298.181818
2017,2017 Audi A3 Sportback e-tron,1,125000,2.5,1,4,21.24,55,1,1,81200.0
2015,2012 Tesla Model S,1,375000,2.03,1,4,98.66,35,0,2,33777.77778
2015,2014 Chevrolet Spark EV,1,125000,2.68,1,3,0.65,45,1,3,6285.714286
2015,2011 Chevrolet Volt,1,75000,2.63,1,3,4.2,80,0,1,10416.90566
2015,2014 Smart fortwo,1,75000,2.52,1,4,16.3,65,1,2,9272.727273
2016,2016 Tesla Model S,1,425000,2.68,1,4,13.19,65,1,3,7500.0
2017,2012 Toyota Prius Plug-in,1,175000,2.53,1,4,13.61,65,0,1,16444.0
2017,2017 Chevrolet Volt,1,175000,0.0,1,4,13.07,55,0,3,11076.0
2016,2016 Tesla Model S,1,175000,0.6,1,3,3.13,65,0,2,14306.4
2015,2014 Toyota Prius Plug-in,1,125000,2.41,0,4,42.48,35,0,2,46666.66667
2015,2013 Tesla Model S,1,175000,1.4,1,2,1.51,45,0,3,22666.66667
2015,2014 Ford Fusion Energi,1,225000,-2.76,1,3,24.62,55,0,5,18000.0
2017,2017 Chevrolet Bolt EV,1,175000,2.66,1,2,90.54,35,0,3,44769.6
2015,2011 Nissan Leaf,1,175000,0.0,1,4,30.44,45,0,2,11428.57143
2017,2017 Chevrolet Volt,1,175000,1.18,1,3,17.03,45,0,2,15068.0
2016,2016 Ford Fusion Energi,1,175000,1.26,0,3,52.5,55,1,1,-33600.0
2015,2013 Tesla Model S,1,175000,2.78,1,3,3.73,45,0,2,9827.294118
2015,2015 Nissan Leaf,1,275000,1.29,1,3,19.31,35,0,3,-18000.0
2017,2017 Audi A3 Sportback e-tron,1,175000,2.58,1,4,20.57,35,0,2,17040.0
2017,2016 Tesla Model S,1,275000,2.79,1,4,48.92,55,0,4,12781.33333
2015,2015 Tesla Model S,1,500000,2.66,1,3,3.49,45,0,2,25200.0
2017,2016 Volkswagen e-Golf,1,50000,2.88,0,3,5.41,35,1,1,4009.714286
2015,2012 Toyota RAV4 EV,1,125000,0.0,1,3,15.81,45,0,3,17217.3913
2017,2017 Toyota Prius Prime,1,75000,2.84,0,2,6.31,35,0,2,5370.0
2016,2014 Ford C-Max Energi,1,125000,0.0,1,3,26.61,45,0,2,15550.0
2017,2016 Volkswagen e-Golf,1,75000,1.57,0,3,7.59,35,0,2,12680.4
2015,2013 Chevrolet Volt,1,225000,-0.78,0,3,10.94,45,0,3,12500.0
2017,2016 Volkswagen e-Golf,1,175000,2.74,0,3,22.94,35,0,2,8160.0
2016,2015 BMW i3,1,225000,2.67,1,3,16.27,25,1,3,10500.0
2017,2017 Chevrolet Volt,1,125000,2.59,1,4,2.96,65,0,5,10073.14286
2017,2017 Chevrolet Bolt EV,1,225000,2.99,1,3,5.73,45,0,1,9080.0
2016,2016 Ford C-Max Energi,1,125000,2.94,1,3,18.07,35,0,2,9466.666667
2015,2013 Nissan Leaf,1,75000,2.7,1,2,21.34,45,0,2,12600.0
2016,2015 Ford Fusion Energi,1,125000,2.58,0,3,40.26,45,1,1,12000.0
2017,2017 Chevrolet Bolt EV,1,125000,0.04,1,3,27.86,65,0,2,23137.2
2016,2016 Nissan Leaf,1,75000,2.58,1,3,1.48,75,1,1,1569.230769
2015,2014 Nissan Leaf,1,175000,2.12,1,4,7.0,35,0,2,1200.0
2016,2014 Ford C-Max Energi,1,75000,0.94,1,3,1.67,55,1,2,9000.0
2016,2016 Volkswagen e-Golf,1,125000,2.67,0,3,8.84,35,1,2,9000.0
2016,2015 Chevrolet Volt,1,175000,1.41,1,3,17.39,45,0,2,10298.76923
2016,2015 Tesla Model S,1,225000,2.62,1,3,16.23,45,1,3,24000.0
2015,2014 Toyota Prius Plug-in,1,325000,-3.0,1,3,5.59,35,0,5,6428.571429
2015,2014 Tesla Model S,1,275000,2.57,1,3,18.73,55,0,2,11000.0
2015,2013 Ford C-Max Energi,1,275000,2.73,1,3,14.93,55,1,3,12899.55556
2015,2014 BMW i3,1,175000,2.67,1,4,3.53,65,1,2,5454.545455
2017,2016 Nissan Leaf,1,175000,2.07,1,3,21.79,35,0,3,15333.33333
2016,2015 Ford C-Max Energi,1,75000,0.0,1,3,7.43,75,0,1,12761.6
2017,2017 Toyota Mirai,1,500000,2.7,1,3,11.59,45,0,3,12000.0
2016,2015 BMW i3,1,175000,2.78,1,4,3.51,55,0,3,5880.0
2016,2015 Nissan Leaf,1,225000,0.0,1,3,11.26,35,0,2,11353.71429
2015,2013 Nissan Leaf,1,175000,2.49,1,3,8.98,25,1,2,9000.0
2017,2017 Chevrolet Volt,1,175000,2.58,0,3,2.28,25,1,1,11200.0
2017,2017 Toyota Mirai,1,125000,1.34,0,3,1.0,65,0,2,-59200.0
2017,2017 Audi A3 Sportback e-tron,1,75000,2.77,1,3,7.22,65,1,1,6387.428571
2016,2015 Ford C-Max Energi,1,75000,2.57,0,3,9.6,25,0,1,16338.46154
2016,2016 Ford Fusion Energi,1,175000,2.49,1,3,20.88,45,1,2,15428.57143
2016,2016 Ford Fusion Energi,1,125000,2.69,1,2,4.17,65,0,3,12621.6
2015,2012 Nissan Leaf,1,225000,2.42,1,4,7.93,75,0,2,10222.22222
2015,2013 Nissan Leaf,1,125000,2.13,0,3,16.35,45,1,2,9882.352941
2016,2016 Nissan Leaf,1,75000,2.62,1,4,0.33,45,1,2,9675.0
2015,2013 Chevrolet Volt,1,225000,2.61,1,4,19.23,55,0,2,11595.6
2015,2012 Toyota RAV4 EV,1,225000,0.49,1,2,8.11,45,0,3,8444.444444
2017,2017 Chevrolet Volt,1,50000,2.8,0,4,26.5,45,0,2,23214.0
2017,2017 Toyota Mirai,1,125000,2.77,0,3,10.15,45,0,2,6857.142857
2015,2013 Smart fortwo,1,75000,2.76,1,4,9.8,25,1,2,8771.428571
2016,2015 BMW i3,1,325000,2.59,1,3,19.41,45,0,2,11473.71429
2015,2012 Toyota Prius Plug-in,1,175000,-1.81,1,4,13.83,45,0,3,17335.13514
2015,2014 Toyota Prius Plug-in,1,225000,1.32,1,3,16.78,45,0,2,10153.84615
2015,2013 Fiat 500e,1,175000,2.79,1,4,4.02,55,0,2,7714.285714
2015,2013 Tesla Model S,1,500000,2.83,1,3,23.39,45,0,5,13777.92
2015,2014 Chevrolet Volt,1,125000,2.65,1,3,1.18,65,0,2,13129.41176
2017,2017 Toyota Prius Prime,1,75000,0.0,0,3,10.28,45,1,1,14300.0
2016,2016 Tesla Model X,1,500000,1.87,1,2,9.09,35,0,2,5580.0
2017,2016 Nissan Leaf,1,125000,2.64,1,4,29.14,55,0,2,18857.14286
2015,2014 BMW i3,1,125000,2.46,1,2,8.99,35,0,5,8081.333333
2017,2016 Nissan Leaf,1,275000,2.76,1,4,17.94,35,0,2,10285.71429
2017,2016 Nissan Leaf,1,225000,1.26,1,4,29.78,35,1,1,13066.66667
2015,2013 Toyota Prius Plug-in,1,500000,2.6,1,3,2.21,55,1,3,8374.08
2017,2014 Toyota Prius Plug-in,1,175000,1.46,1,3,57.54,55,0,4,19135.13514
2016,2015 BMW i3,1,125000,2.74,1,3,23.62,45,0,2,12000.0
2016,2015 BMW i3,1,375000,1.28,1,4,20.3,55,0,2,10153.84615
2017,2016 Tesla Model S,1,175000,2.45,1,4,9.3,65,0,5,8492.307692
2016,2016 Tesla Model S,1,175000,2.49,1,3,1.44,55,0,4,13714.28571
2017,2017 Toyota Prius Prime,1,175000,2.73,0,4,14.38,35,1,2,9000.0
2017,2017 Chevrolet Bolt EV,1,225000,2.18,1,4,35.7,45,0,2,16950.0
2017,2016 Nissan Leaf,1,225000,2.71,1,4,20.9,45,1,2,5520.0
2015,2014 Toyota Prius Plug-in,1,175000,0.56,1,4,24.03,55,1,3,12978.46154
2016,2016 Chevrolet Volt,1,75000,1.83,1,3,25.37,75,0,2,15662.0
2017,2016 Tesla Model S,1,275000,2.64,1,2,4.56,45,0,3,21019.63636
2017,2017 Toyota Prius Prime,1,175000,2.77,1,4,16.9,55,0,3,14640.0
2016,2015 Tesla Model S,1,325000,2.82,1,4,17.42,65,0,2,14518.5
2016,2016 Chevrolet Volt,1,175000,2.59,1,3,3.89,35,0,2,10745.45455
2016,2015 Ford Fusion Energi,1,75000,2.61,1,4,11.17,65,1,1,25333.33333
2017,2017 Chevrolet Bolt EV,1,325000,2.88,1,3,2.88,75,0,2,7714.285714
2016,2015 BMW i3,1,225000,0.0,1,2,26.21,45,0,2,16500.0
2017,2016 Hyundai Tucson,1,50000,1.83,1,3,28.97,65,0,2,9787.428571
2016,2016 Volkswagen e-Golf,1,125000,-0.13,0,4,15.4,25,0,1,12004.5
2017,2015 Toyota Prius Plug-in,1,225000,1.44,0,4,2.35,45,0,2,14769.23077
2017,2016 Mercedes-Benz B-Class Electric Drive,1,275000,2.62,1,3,22.25,45,1,2,12254.18182
2016,2015 Nissan Leaf,1,275000,2.87,1,4,7.92,55,0,4,8571.428571
2015,2013 Ford Fusion Energi,1,75000,2.66,1,3,0.02,65,1,3,6408.0
2015,2013 Toyota Prius Plug-in,1,125000,-0.35,1,3,18.74,65,0,3,14857.14286
2015,2013 Nissan Leaf,1,325000,0.0,1,4,29.76,45,0,2,9000.0
2016,2015 Nissan Leaf,1,125000,-2.34,1,2,15.17,45,0,2,14544.0
2015,2013 Ford Fusion Energi,1,325000,0.0,0,3,14.48,25,0,3,18351.78947
2015,2014 Ford C-Max Energi,1,125000,2.8,1,4,3.22,55,1,3,6759.272727
2017,2017 Chevrolet Bolt EV,1,175000,2.48,1,4,3.11,75,0,2,9600.0
2017,2016 Tesla Model S,1,425000,2.79,1,3,20.9,55,1,4,10016.0
2017,2016 Toyota Mirai,1,175000,1.03,1,4,23.25,45,1,2,17262.0
2015,2014 Fiat 500e,1,175000,1.69,1,4,14.23,45,0,3,10172.0
2017,2016 Nissan Leaf,1,275000,2.38,1,3,26.43,35,0,2,14700.0
2015,2014 BMW i3,1,75000,1.92,1,3,7.82,25,0,3,5700.0
2015,2013 Toyota Prius Plug-in,1,225000,2.27,1,3,6.77,45,0,2,8275.862069
2017,2015 Toyota Prius Plug-in,1,75000,-3.0,1,3,4.58,45,0,2,12000.0
2016,2015 Nissan Leaf,1,275000,2.46,1,4,17.97,55,0,4,10363.63636
2015,2013 Nissan Leaf,1,125000,2.76,1,3,14.02,55,0,3,10727.14286
2017,2013 Toyota Prius Plug-in,1,175000,0.0,1,4,25.3,35,1,2,16465.11628
2015,2013 Nissan Leaf,1,175000,2.78,1,3,38.35,45,0,2,18250.0
2017,2016 Tesla Model X,1,125000,-0.35,1,2,19.13,75,0,2,10200.0
2016,2015 Nissan Leaf,1,125000,2.53,1,4,10.93,45,0,1,10363.63636
2015,2013 Ford C-Max Energi,1,275000,2.79,1,3,18.58,55,0,3,10714.28571
2017,2017 Chevrolet Volt,1,175000,-1.58,1,3,17.87,65,0,2,14002.0
2015,2013 Tesla Model S,1,225000,-3.0,1,3,15.48,35,0,1,21600.0
2016,2016 Chevrolet Volt,1,75000,-0.7,1,3,3.11,35,0,2,12000.0
2015,2014 Chevrolet Volt,1,125000,2.68,1,3,24.43,65,0,3,7366.5
2015,2013 Fiat 500e,1,500000,2.6,1,4,9.22,55,1,4,8250.0
2017,2017 Toyota Prius Prime,1,175000,2.27,0,3,34.76,35,0,2,19708.0
2015,2013 Chevrolet Volt,1,75000,2.53,0,2,3.55,35,0,4,10086.22222
2017,2016 Volkswagen e-Golf,1,125000,2.47,1,4,22.43,65,0,3,6600.0
2017,2017 Chevrolet Volt,1,175000,1.96,1,3,1.69,65,0,2,3633.818182
2015,2014 Toyota Prius Plug-in,1,125000,2.3,1,4,29.41,75,0,3,15000.0
2017,2017 Chevrolet Bolt EV,1,175000,2.97,1,4,12.84,75,0,2,5268.0
2015,2013 Tesla Model S,1,125000,-0.79,1,4,14.81,45,0,3,9202.909091
2016,2016 Telsa S 85,1,175000,2.73,1,3,17.85,45,0,3,24000.0
2016,2016 Chevrolet Volt,1,225000,-3.0,1,4,4.69,45,0,2,6857.142857
2016,2015 Tesla Model S,1,275000,2.61,1,2,3.47,55,0,2,6054.0
2015,2014 Ford Fusion Energi,1,125000,2.6,0,3,105.69,35,1,1,24000.0
